Riding	Poll	R	FPTP	MMP	Rejected	Unmarked	Declined	Voter turnout	Number of names	Location of voting place					
24	087A		103	54	1	3	0	161	323	Fairfield Senior Centre					VRAI
24	087B		104	54	2	3	0	163	379	Fairfield Senior Centre					VRAI
24	88		145	63	1	13	6	228	430	Norseman Junior Middle School					VRAI
24	89		100	59	0	10	0	169	323	Etobicoke School of the Arts					VRAI
24	90		142	71	2	5	0	220	408	Etobicoke School of the Arts					VRAI
24	91		69	33	0	1	0	103	223	Etobicoke School of the Arts					VRAI
24	92		84	49	0	9	0	142	309	Etobicoke School of the Arts					VRAI
24	93		77	69	1	0	0	147	325	Etobicoke School of the Arts					VRAI
24	94		108	57	2	4	0	171	375	St. Louis Catholic School					VRAI
24	95		96	51	0	2	0	149	305	St. Louis Catholic School					VRAI
24	96		104	61	1	13	0	179	434	Holy Angels Catholic School					VRAI
24	97		107	56	3	13	0	179	338	Holy Angels Catholic School					VRAI
24	98		138	79	2	13	0	232	434	Holy Angels Catholic School					VRAI
24	99		67	56	2	8	1	134	312	Holy Angels Catholic School					VRAI
24	101s		66	19	0	17	4	106	145	Kingsway Lambton Senior Home					VRAI
24	102		34	18	0	3	0	55	116	St. Louis Catholic School					VRAI
24	103		48	32	0	1	0	81	243	St. Louis Catholic School					VRAI
24	104		79	45	0	0	0	124	293	St. Louis Catholic School					VRAI
24	105		112	59	2	14	0	187	399	George R. Gauld Junior School					VRAI
24	106		50	48	0	0	0	98	195	George R. Gauld Junior School					VRAI
24	109		84	36	0	0	0	120	272	Holy Angels Catholic School					VRAI
24	110		117	75	0	1	4	197	406	Holy Angels Catholic School					VRAI
24	111		114	62	4	3	0	183	436	Ourland Community Centre					VRAI
24	112		29	32	0	5	0	66	157	Ourland Community Centre					VRAI
24	113		42	43	2	1	0	88	264	Ourland Community Centre					VRAI
24	114		32	22	0	0	0	54	107	George R. Gauld Junior School					VRAI
24	115		27	33	0	1	0	61	170	George R. Gauld Junior School					VRAI
24	116		60	34	1	4	0	99	228	George R. Gauld Junior School					VRAI
24	117		46	17	3	3	0	69	167	George R. Gauld Junior School					VRAI
24	118		64	58	0	0	0	122	289	David Hornell Junior School					VRAI
24	119		72	46	0	2	0	120	247	Polish Alliance Hall					VRAI
24	120		39	42	1	6	3	91	210	David Hornell Junior School					VRAI
24	121		122	78	4	1	0	205	507	Polish Alliance Hall					VRAI
24	123		86	62	1	10	0	159	333	Ourland Community Centre					VRAI
24	124		88	72	0	4	0	164	345	Ourland Community Centre					VRAI
24	125s		59	48	0	14	4	125	247	Edwards Manor					VRAI
24	126s		98	53	14	0	0	165	278	Griggs Manor					VRAI
24	127s		31	18	2	4	0	55	108	Griggs Manor					VRAI
24	128		53	63	0	4	0	120	259	St. Leo Catholic School					VRAI
24	129		46	33	1	1	0	81	204	David Hornell Junior School					VRAI
24	130		91	62	0	2	0	155	278	St. Leo Catholic School					VRAI
24	131		92	59	0	0	2	153	307	John English Community School					VRAI
24	132		58	47	1	0	0	106	244	David Hornell Junior School					VRAI
24	133		50	57	1	0	0	108	242	David Hornell Junior School					VRAI
24	134		29	17	0	6	0	52	131	Martin Luther Church					VRAI
24	135		36	25	0	2	0	63	205	Martin Luther Church					VRAI
24	136		11	26	0	0	0	37	108	Polish Alliance Hall					VRAI
24	137		11	20	0	0	3	34	105	Martin Luther Church					VRAI
24	138		101	78	1	5	0	185	392	St. Ambrose Catholic School					VRAI
24	139		110	63	0	4	0	177	368	Lanor Junior Middle School					VRAI
24	140		88	82	1	10	0	181	358	Ourland Community Centre					VRAI
24	141		50	51	1	3	0	105	251	John English Community School					VRAI
24	142		29	26	0	0	2	57	152	Storefront Humber					VRAI
24	143		47	34	1	2	0	84	204	Storefront Humber					VRAI
24	144		46	36	0	1	0	83	192	Martin Luther Church					VRAI
24	145		25	23	1	1	0	50	194	Storefront Humber					VRAI
24	146s		12	14	0	0	2	28	87	McCall Centre					VRAI
24	147		31	14	0	3	0	48	129	St. Ambrose Catholic School					VRAI
24	148s		43	8	1	5	0	57	76	Jubilee Centre					VRAI
24	149		96	55	3	2	4	160	354	Lanor Junior Middle School					VRAI
24	150		111	75	0	7	4	197	391	Lanor Junior Middle School					VRAI
24	151		99	58	0	11	1	169	367	Franklin Horner Community Centre					VRAI
24	152		76	64	2	11	0	153	372	Franklin Horner Community Centre					VRAI
24	153		53	38	1	3	0	95	250	St. Leo Catholic School					VRAI
24	154		80	64	0	6	0	150	313	St. Leo Catholic School					VRAI
24	155		92	40	0	3	0	135	304	St. Leo Catholic School					VRAI
24	156		80	49	0	1	0	130	309	St. Leo Catholic School					VRAI
24	157		95	76	0	4	0	175	354	Second Street Junior Middle School					VRAI
24	158		99	74	0	2	2	177	321	John English Community School					VRAI
24	159		100	66	0	3	0	169	329	John English Community School					VRAI
24	160		25	19	1	2	0	47	122	John English Community School					VRAI
24	161		25	26	0	1	0	52	152	John English Community School					VRAI
24	162s		9	7	1	0	0	17	53	Trillium Health Centre					VRAI
24	163		143	87	1	7	0	238	384	St. Ambrose Catholic School					VRAI
24	164		125	57	3	6	0	191	359	St. Ambrose Catholic School					VRAI
24	165		66	31	1	5	1	104	292	Lanor Junior Middle School					VRAI
24	166		67	44	1	3	10	125	254	Lanor Junior Middle School					VRAI
24	167		104	57	0	7	0	168	324	Franklin Horner Community Centre					VRAI
24	168		110	69	2	16	3	200	415	Franklin Horner Community Centre					VRAI
24	169		116	70	1	5	0	192	408	Franklin Horner Community Centre					VRAI
24	170		114	72	2	17	0	205	409	Franklin Horner Community Centre					VRAI
24	171		45	38	1	0	0	84	222	Royal Canadian Legion, Branch 003					VRAI
24	172		59	45	2	1	3	110	326	Lamp (185 Fifth Street)					VRAI
24	173		82	62	0	2	4	150	323	Lamp (185 Fifth Street)					VRAI
24	174		93	50	1	3	0	147	266	Second Street Junior Middle School					VRAI
24	175		108	61	0	2	0	171	337	Second Street Junior Middle School					VRAI
24	176		69	37	0	2	0	108	221	Second Street Junior Middle School					VRAI
24	177		40	29	0	2	0	71	198	John English Community School					VRAI
24	178		142	92	1	1	0	236	390	Sir Adam Beck Junior School					VRAI
24	179		147	97	3	4	0	251	400	Sir Adam Beck Junior School					VRAI
24	180		88	75	0	0	6	169	349	Franklin Horner Community Centre					VRAI
24	181		98	60	3	11	0	172	380	Franklin Horner Community Centre					VRAI
24	182		65	68	3	0	0	136	307	Lakeshore Collegiate Institute					VRAI
24	183		52	33	0	1	0	86	240	Lakeshore Collegiate Institute					VRAI
24	184		71	78	1	3	1	154	320	Lakeshore Collegiate Institute					VRAI
24	185		50	41	0	2	2	95	253	Royal Canadian Legion, Branch 003					VRAI
24	186		15	18	0	0	5	38	111	Lerette Manor					VRAI
24	187s		79	34	1	12	1	127	194	Lerette Manor					VRAI
24	188		17	27	0	0	0	44	140	Royal Canadian Legion, Branch 003					VRAI
24	189		11	9	1	1	0	22	53	Royal Canadian Legion, Branch 003					VRAI
24	190		36	37	0	0	0	73	165	Royal Canadian Legion, Branch 003					VRAI
24	191		76	46	0	0	0	122	243	St. Teresa Catholic School					VRAI
24	192		27	28	0	1	0	56	193	Royal Canadian Legion, Branch 003					VRAI
24	193		88	71	0	1	0	160	365	Seventh Street Junior School					VRAI
24	194		70	67	0	4	1	142	296	Seventh Street Junior School					VRAI
24	195s		48	23	9	11	1	92	142	Woods Manor					VRAI
24	196		68	49	0	3	0	120	232	Seventh Street Junior School					VRAI
24	197		64	44	2	3	4	117	248	Second Street Junior Middle School					VRAI
24	198s		13	6	0	2	1	22	46	Garden Court Nursing Home					VRAI
24	199		49	50	0	1	0	100	189	Second Street Junior Middle School					VRAI
24	200		133	72	1	5	1	212	376	Sir Adam Beck Junior School					VRAI
24	201		110	71	2	10	0	193	383	Sir Adam Beck Junior School					VRAI
24	202		93	54	0	18	0	165	380	Sir Adam Beck Junior School					VRAI
24	203		68	43	0	3	0	114	283	Vincent Massey Child Day Care Centre					VRAI
24	204		95	64	3	2	0	164	351	Vincent Massey Child Day Care Centre					VRAI
24	205		42	47	1	2	0	92	287	Vincent Massey Child Day Care Centre					VRAI
24	206		27	16	0	5	2	50	148	Twentieth Street Junior Elementary School					VRAI
24	207		61	36	4	1	0	102	286	Twentieth Street Junior Elementary School					VRAI
24	208		42	50	0	1	0	93	184	Twentieth Street Junior Elementary School					VRAI
24	209		64	47	2	0	0	113	226	Twentieth Street Junior Elementary School					VRAI
24	210s		15	6	0	0	1	22	48	Lakeshore Lodge					VRAI
24	211		67	45	4	0	0	116	254	St. Teresa Catholic School					VRAI
24	212		99	94	0	3	0	196	324	St. Teresa Catholic School					VRAI
24	213		84	53	0	1	0	138	251	Seventh Street Junior School					VRAI
24	214		117	53	2	2	0	174	297	Seventh Street Junior School					VRAI
24	215		79	53	1	1	3	137	333	Sir Adam Beck Junior School					VRAI
24	216		77	42	2	4	6	131	301	Sir Adam Beck Junior School					VRAI
24	217s		7	4	0	2	0	13	16	Home for Special Care					VRAI
24	218		92	40	1	2	0	135	303	Christ the King Catholic School (Elementary)					VRAI
24	219		60	39	4	1	0	104	262	Christ the King Catholic School (Elementary)					VRAI
24	220		70	30	0	0	0	100	253	Christ the King Catholic School (Elementary)					VRAI
24	221		53	28	0	3	0	84	204	James S. Bell Junior Middle School					VRAI
24	222		93	73	0	1	1	168	331	James S. Bell Junior Middle School					VRAI
24	223		114	141	3	2	2	262	389	Twentieth Street Junior Elementary School					VRAI
24	225		56	62	0	2	4	124	254	St. Teresa Catholic School					VRAI
24	226		82	55	1	3	0	141	288	St. Teresa Catholic School					VRAI
24	227		21	14	0	1	0	36	120	Royal Canadian Legion, Branch 101					VRAI
24	228		60	57	0	0	0	117	284	Royal Canadian Legion, Branch 101					VRAI
24	229		20	12	1	1	0	34	96	Royal Canadian Legion, Branch 101					VRAI
24	230		75	73	4	1	1	154	314	Christ the King Catholic School (Elementary)					VRAI
24	231		30	37	0	2	0	69	185	James S. Bell Junior Middle School					VRAI
24	232		83	60	3	3	0	149	299	James S. Bell Junior Middle School					VRAI
24	233		82	60	4	1	0	147	257	Royal Canadian Legion, Branch 101					VRAI
24	235		82	71	0	1	0	154	330	Christ the King Catholic School (Elementary)					VRAI
24	236		121	70	0	0	0	191	324	Christ the King Catholic School (Elementary)					VRAI
24	237		52	31	0	2	0	85	212	Royal Canadian Legion, Branch 101					VRAI
24	400		173	71	0	6	1	251	358	Barclay Terrace					VRAI
24	401		140	57	0	4	3	204	314	Barclay Terrace					VRAI
24	402		33	37	0	1	0	71	208	Islington Junior Middle School					VRAI
24	403		40	42	0	2	7	91	254	Islington Junior Middle School					VRAI
24	404		52	30	0	0	0	82	173	All Saints Kingsway Anglican Church					VRAI
24	405		103	37	6	3	0	149	219	Old Mill Towers					VRAI
24	407		46	36	0	0	0	82	164	Church of the Resurrection					VRAI
24	408		54	46	2	0	0	102	184	Church of the Resurrection					VRAI
24	409		101	69	2	27	0	199	566	5005 Dundas Street West					VRAI
24	410		34	28	0	2	0	64	159	Church of the Resurrection					VRAI
24	411		76	83	0	5	0	164	379	52 Mabelle Avenue					VRAI
24	412		36	34	8	8	1	87	260	41 Mabelle Avenue					VRAI
24	413		112	133	0	7	0	252	587	Montgomery Mills					VRAI
24	414		64	65	0	0	1	130	352	Montgomery Mills					VRAI
24	415		93	66	0	3	0	162	522	Montgomery Mills					VRAI
24	416		72	36	0	3	0	111	233	Lancaster					VRAI
24	417		53	35	0	5	4	97	149	One Lomond					VRAI
24	418		56	34	3	0	0	93	164	One Lomond					VRAI
24	419		210	59	2	12	0	283	418	The Kingsway on the Park					VRAI
24	420		64	22	0	1	0	87	103	St. Andrew on the Green					VRAI
24	421		94	110	0	2	3	209	639	Eatonville Library					VRAI
24	422		54	49	0	7	2	112	322	362 The East Mall					VRAI
24	423		111	87	0	12	3	213	423	362 The East Mall					VRAI
24	424		76	66	0	3	0	145	310	5233 Dundas Street West					VRAI
24	425		95	92	1	10	0	198	365	Kings Gate Residence					VRAI
24	426		86	52	0	2	0	140	282	Grenadier Landing					VRAI
24	427		42	42	0	0	2	86	171	Nevis Condominiums					VRAI
24	428		257	80	0	3	6	346	600	Palace Pier					VRAI
24	429		211	112	0	2	3	328	672	Palace Place					VRAI
24	430		105	94	0	4	0	203	310	Voyager at Waterview					VRAI
24	431		102	56	2	5	1	166	277	Newport Beach					VRAI
24	432		83	57	0	1	0	141	265	Waterford					VRAI
24	433		64	54	2	1	8	129	203	Mystic Point Lofts II					VRAI
24	434		52	43	0	0	1	96	229	Mystic Points Lofts III & IV					VRAI
24	435		111	53	1	2	0	167	336	Grand Harbour					VRAI
24	436		112	59	0	1	0	172	308	Marina Del Rey					VRAI
24	437		55	25	0	0	0	80	150	Grand Harbour					VRAI
24	438		93	68	0	5	2	168	310	Marina Del Rey					VRAI
24	439		143	97	0	6	0	246	418	Marina Del Rey					VRAI
24	440		15	12	0	1	0	28	137	Polish Alliance Hall					VRAI
24	441		29	34	1	3	0	67	164	Polish Alliance Hall					VRAI
24	442		15	26	0	1	0	42	132	Polish Alliance Hall					VRAI
24	443		42	48	1	0	0	91	213	Storefront Humber					VRAI
24	444		77	43	2	6	0	128	193	The Landmark Apartments					VRAI
24	445		18	14	0	0	0	32	101	John English Community School					VRAI
24	446		27	17	0	0	0	44	100	St. Ambrose Catholic School					VRAI
24	447		32	8	0	0	0	40	96	Second Street Junior Middle School					VRAI
24	448		43	23	1	2	2	71	178	St. Teresa Catholic School					VRAI
24	449		31	49	8	0	0	88	93	The Wave					VRAI
24	450		5	16	0	0	0	21	71	Robert Cooke Co-Operative Homes Incorporated					VRAI
24	451		31	20	0	1	0	52	131	Robert Cooke Co-Operative Homes Incorporated					VRAI
24	452		35	31	2	0	0	68	184	Robert Cooke Co-Operative Homes Incorporated					VRAI
24	453		53	26	0	7	1	87	162	Barsa Kelly/Cari-Can Co-operative Homes					VRAI
24	454		45	19	0	3	0	67	143	James S. Bell Junior Middle School					VRAI
24	455		83	54	1	1	0	139	252	Lakeshore Park Estate					VRAI
24	456		25	18	0	1	0	44	103	James S. Bell Junior Middle School					VRAI
24	457		23	26	0	8	0	57	148	James S. Bell Junior Middle School					VRAI
24	458		29	19	0	2	0	50	139	James S. Bell Junior Middle School					VRAI
24	459		22	16	0	0	1	39	114	James S. Bell Junior Middle School					VRAI
24	460		25	14	0	0	0	39	121	James S. Bell Junior Middle School					VRAI
24	461		79	31	0	2	3	115	191	Terraces of Old Mill					VRAI
24	462		58	30	0	1	0	89	156	The Dalesford					VRAI
24	463		68	75	0	0	1	144	329	The Tides					VRAI
24	464		87	85	1	2	0	175	375	5233 Dundas Street West					VRAI
24	ADV001		909	492	12	0	2	1415	0	Returning Office / Bureau du directeur du scrutin					VRAI
24	ADV002		335	156	1	11	1	504	0	Franklin Horner Community Centre					VRAI
24	ADV003		346	257	4	11	0	618	0	Mimico Adult Centre					VRAI
24	ADV004		696	439	8	12	5	1160	0	Cloverdale Mall					VRAI
25	1		81	72	9	6	0	168	466	Monsignor John Corrigan School					VRAI
25	2		152	96	2	7	0	257	556	St. Angela Catholic School					VRAI
25	3		201	114	3	5	0	323	652	St. Angela Catholic School					VRAI
25	4		86	92	0	13	2	193	468	St. Angela Catholic School					VRAI
25	5		105	76	3	8	1	193	480	St. Angela Catholic School					VRAI
25	6		91	58	1	8	1	159	484	St. Angela Catholic School					VRAI
25	7		101	80	0	0	0	181	494	Monsignor John Corrigan School					VRAI
25	8		105	61	3	10	0	179	428	Claireville Public School					VRAI
25	9		106	75	15	8	2	206	488	Highfield Junior School					VRAI
25	10		91	58	2	11	2	164	420	North Albion Collegiate Site #9					VRAI
25	11		90	58	0	14	0	162	401	St. Angela Catholic School					VRAI
25	12		108	85	7	0	0	200	522	North Albion Collegiate Site #9					VRAI
25	13		83	66	2	9	6	166	418	Claireville Public School					VRAI
25	14		81	79	0	4	0	164	446	Claireville Public School					VRAI
25	15		64	58	0	7	0	129	345	Claireville Public School					VRAI
25	16		96	60	1	6	2	165	456	Highfield Junior School					VRAI
25	17		34	19	1	3	0	57	182	North Albion Collegiate Site #9					VRAI
25	19		64	50	0	8	1	123	333	St. Andrew Catholic School					VRAI
25	20		43	56	6	1	0	106	356	Monsignor John Corrigan School					VRAI
25	21		71	73	0	10	0	154	395	Melody Village School					VRAI
25	22		72	43	1	4	0	120	352	Claireville Public School					VRAI
25	23		48	42	0	7	1	98	212	Highfield Junior School					VRAI
25	24		156	89	2	13	1	261	533	Beaumonde Heights School					VRAI
25	25		103	76	4	10	0	193	405	Beaumonde Heights School					VRAI
25	26		68	46	0	3	0	117	325	Beaumonde Heights School					VRAI
25	027s		35	19	0	2	0	56	86	Our Saviour Thistledown Lutheran Lodge					VRAI
25	28		94	57	5	8	3	167	398	Our Saviour Thistledown Lutheran Lodge					VRAI
25	29		118	92	5	9	1	225	435	St. John Vianney Catholic School					VRAI
25	30		108	83	0	5	1	197	354	St. John Vianney Catholic School					VRAI
25	31		75	64	3	3	0	145	415	Melody Village School					VRAI
25	32		94	74	6	3	0	177	437	Melody Village School					VRAI
25	33		69	51	0	6	0	126	342	Melody Village School					VRAI
25	34		13	43	0	0	0	56	229	Elmbank School					VRAI
25	35		54	48	0	8	0	110	388	Elmbank School					VRAI
25	36		19	24	0	4	8	55	139	Elmbank School					VRAI
25	37		46	42	2	0	2	92	231	Elmbank School					VRAI
25	38		116	92	1	4	0	213	611	Toronto Community Housing					VRAI
25	39		76	58	0	0	6	140	377	Greenholme School					VRAI
25	40		62	81	2	16	0	161	494	Greenholme School					VRAI
25	041s		29	9	0	0	1	39	95	Central Park Lodge					VRAI
25	42		79	46	1	8	0	134	295	Thistletown Multi-Service					VRAI
25	43		118	90	0	23	1	232	409	St. John Vianney Catholic School					VRAI
25	44		114	91	5	7	0	217	650	Humber College Athletics Gymnasium					VRAI
25	45		104	72	1	18	2	197	492	Humber College Athletics Gymnasium					VRAI
25	46		70	70	10	8	4	162	514	Humber College Athletics Gymnasium					VRAI
25	47		128	114	0	18	16	276	630	Albion Heights School					VRAI
25	48		138	95	2	11	2	248	585	Albion Heights School					VRAI
25	49		62	75	1	13	5	156	483	Albion Heights School					VRAI
25	50		27	20	0	3	0	50	153	Greenholme School					VRAI
25	51		44	40	0	0	2	86	302	Greenholme School					VRAI
25	52		62	39	2	8	15	126	324	Greenholme School					VRAI
25	53		44	35	0	3	0	82	277	Greenholme School					VRAI
25	54		40	25	0	1	0	66	206	Church of St. Paul					VRAI
25	55		151	76	0	4	0	231	417	Rivercrest School					VRAI
25	56		146	100	3	7	0	256	516	Rivercrest School					VRAI
25	57		127	83	2	12	1	225	519	Thistletown Multi-Service					VRAI
25	58		92	54	1	4	3	154	371	St. John Vianney Catholic School					VRAI
25	59		74	111	27	7	0	219	528	Humberwood Downs Academy					VRAI
25	060s		21	10	0	2	0	33	62	Leisureworld Caregiving Centre					VRAI
25	061A		66	68	0	0	3	137	438	Humber College Athletics Gymnasium					VRAI
25	061B		85	72	0	3	15	175	427	Humber College Athletics Gymnasium					VRAI
25	062s		19	12	0	0	1	32	60	Versa Care					VRAI
25	63		123	68	0	18	0	209	450	Albion Heights School					VRAI
25	64		82	87	0	5	0	174	446	Albion Heights School					VRAI
25	65		97	69	11	2	0	179	388	West Humber Junior School					VRAI
25	66		38	22	1	1	0	62	108	Church of St. Paul					VRAI
25	67		119	50	2	11	0	182	432	Church of St. Paul					VRAI
25	68		82	71	0	4	0	157	362	Rivercrest School					VRAI
25	69		150	77	0	7	1	235	424	Rivercrest School					VRAI
25	70		113	77	0	13	2	205	465	Thistletown Collegiate Institute					VRAI
25	71		68	53	1	1	3	126	308	The Elms Junior Middle School					VRAI
25	72		84	50	3	14	0	151	316	The Elms Junior Middle School					VRAI
25	73		83	62	2	4	9	160	428	Braeburn School					VRAI
25	74		28	31	0	2	3	64	198	Braeburn School					VRAI
25	75		150	99	4	0	7	260	606	Humberwood Downs Academy					VRAI
25	76		57	61	0	0	2	120	455	Ascot Co-operative Community Centre					VRAI
25	77		114	73	1	4	0	192	402	Martin Grove United Church					VRAI
25	78		132	92	4	12	0	240	404	Martin Grove United Church					VRAI
25	79		135	66	25	10	2	238	456	West Humber Junior School					VRAI
25	80		142	50	0	10	2	204	387	West Humber Junior School					VRAI
25	081s		26	15	1	3	0	45	177	Kipling Acres for the Aged					VRAI
25	82		25	28	0	12	0	65	189	Thistletown Collegiate Institute					VRAI
25	83		109	70	0	1	0	180	403	Thistletown Collegiate Institute					VRAI
25	84		116	61	2	14	0	193	416	Mississauga Private School					VRAI
25	85		123	73	2	4	0	202	471	Thistletown Collegiate Institute					VRAI
25	86		105	74	1	0	1	181	390	Mississauga Private School					VRAI
25	87		99	56	0	7	8	170	316	The Elms Junior Middle School					VRAI
25	88		101	41	1	3	0	146	348	The Elms Junior Middle School					VRAI
25	89		87	62	8	10	1	168	457	Humberwood Downs Academy					VRAI
25	90		94	68	0	9	15	186	551	Humberwood Downs Academy					VRAI
